Handle,geometry,divide and conquer,interactive,bitmasks,string suffix structures,dp,hashing,brute force,binary search,number theory,graphs,dfs and similar,combinatorics,expression parsing,fft,schedules,trees,implementation,2-sat,chinese remainder theorem,matrices,strings,meet-in-the-middle,shortest paths,ternary search,*special,sortings,probabilities,data structures,graph matchings,games,flows,greedy,constructive algorithms,dsu,math,two pointers
Error_404,42400,69700,42800,165700,17700,788600,63700,610700,393200,300700,355900,366200,216900,5100,2400,2000,264000,1157200,5400,0,21800,300200,12900,110600,20000,23900,417900,55500,631800,13600,50900,23500,1159800,581600,126600,955700,246200
Blondie,190400,259100,149300,407400,80000,1409300,194300,847100,730700,454600,806500,629800,412900,0,40300,3700,523800,1092600,19100,10900,46500,351100,27500,224600,68200,29200,646200,128600,1279100,54600,90800,99300,1646100,941900,233900,1400400,409100
RomanDerkach,36200,14300,5700,68500,15400,297100,44000,350700,147400,136000,112600,132900,85800,4300,0,2400,72300,653700,3400,0,6700,158500,21700,34900,6400,58200,210500,10500,220700,6200,24700,1600,471700,240400,35800,461300,87300
Zaak22,16900,9200,9800,28200,5600,136300,8700,106900,93000,68300,51900,51400,33600,0,0,2000,32800,147700,0,0,0,32500,0,15200,4500,3900,82800,0,111200,3000,11200,3700,220500,122100,15700,236200,53900
Lorentzo_Von_Matterhorn,21200,4300,0,12900,0,109700,9400,138300,57400,68900,26700,32800,29200,0,0,1700,14300,228000,1900,0,3400,38800,0,4200,2800,800,86400,9300,60800,800,12500,1800,208900,133500,5300,220200,27000
mennafadali,64400,25700,11100,57200,8900,357600,35200,331100,190500,130300,141400,139600,86300,6600,0,2000,110700,635700,0,0,13200,178000,5200,42300,4800,8200,247500,13900,272200,9700,14800,3500,558500,227800,76000,472500,94300
TsunamiBois,17000,19400,17200,72400,8000,310300,13700,182400,177100,107700,139900,160600,60200,0,0,4000,118100,262500,1500,1000,3500,91300,0,46700,17500,3000,199500,10100,275700,1100,19700,5700,454500,191500,33300,319500,119100
RULO,26800,36300,33400,99700,13600,301400,30200,273600,191400,120600,121400,133100,66500,800,4600,0,89600,389000,10300,2000,7100,117600,2400,29500,12300,0,251900,11800,259700,19800,31600,15000,554600,307500,58800,441700,143100
Zula.,41000,14100,17600,90200,14700,348500,53100,378400,183000,165800,127500,120800,78100,5000,0,1200,66100,682200,1900,1800,6700,179200,3200,46200,11300,13000,255300,15300,228300,3100,22300,7400,582600,260000,32400,573800,93300
hoke_t,33300,52000,26600,103800,5300,327200,26800,234100,199700,140600,176600,148000,109800,1600,21700,0,91300,397300,5400,2000,18100,116100,8200,51600,12600,4000,203400,11100,250800,13400,25500,15900,596600,303100,47800,487900,116900
Wakarimashta,2700,1200,0,1400,0,11000,0,9700,13800,5100,2500,1200,4400,0,0,0,0,7600,1900,0,1600,3600,0,0,0,0,13700,800,9800,0,2100,0,20500,15800,0,25200,8400
nick_301,19200,8500,16300,57300,3700,222400,20800,236000,135400,104400,80400,74400,63000,800,3900,0,41400,380400,5400,3000,4600,83700,1400,17500,10800,0,165100,5000,133500,4000,31700,4900,393300,259700,21200,395000,78400
Sho,44500,39800,38700,106800,8900,547300,27900,521500,330400,256600,188000,167500,131100,3500,2300,2000,114300,869600,3400,1000,10100,208300,11000,41900,26400,31300,402200,15700,364700,10100,58900,13600,1070400,549700,57600,947300,173800
mars4,33600,86800,56600,196500,21800,786400,69000,431800,306200,213700,360800,330500,299500,0,9000,4000,260800,596700,5400,3000,44300,183900,16700,96500,17200,15000,406800,48800,613400,14400,54500,21000,1003400,644800,134900,836000,235500
AwakeAnay,49600,62600,47200,102500,8300,406100,29700,247400,191800,138200,213700,200500,151900,0,19400,0,168100,311300,1900,4800,12000,93400,2600,62400,15200,14500,206200,25000,336800,7100,37400,11900,529700,370600,86800,455300,115000
uhtyzmaaa,6500,2400,15300,21100,1600,45100,5200,47000,36900,27100,32000,19000,18700,0,0,0,9600,45700,0,0,1700,7500,0,6800,1300,0,39300,0,16300,800,4800,2400,84100,47800,5600,81700,11600
RajMaheshwari,14400,4500,5000,24300,0,151800,6500,141600,64700,66500,60900,51000,33300,0,5700,0,27500,210200,3400,1000,1700,49300,2900,17500,12000,1900,92600,8300,68700,0,22400,0,289000,151600,13800,264100,33000
enlightentheminds,0,0,0,0,0,2700,0,2800,1800,900,1400,0,3000,0,0,0,0,0,1900,0,0,0,0,0,0,0,3400,0,0,0,0,0,0,1900,0,4800,1800
CZAR28,26900,11000,28100,65500,9300,196200,21800,201700,138100,98000,79400,82800,55400,1700,0,1200,63600,270300,1900,2200,9600,80200,0,24000,18300,4000,149100,4800,171100,2600,22400,6500,397300,230500,28400,376300,70800
Dzhao,32000,48800,33900,79700,11000,292400,20700,186000,138100,111100,171800,156100,81300,0,12100,0,132000,184900,5400,4700,10400,54900,13200,40200,19800,1900,116400,31200,261300,2600,18400,43600,369200,204400,53900,360900,63000
ISuckAtLife,45600,23100,47800,93300,8700,398500,28800,415100,242900,219000,251900,210000,123800,6700,6600,4000,119400,666500,4200,3200,17800,152800,6300,64300,16300,7400,280900,20900,288900,6400,28600,10500,833300,541200,56100,701500,137600
KHVic,35800,28200,3600,62200,20900,368900,29200,206000,176300,108200,121500,127800,91200,3300,2300,3200,103800,355400,3400,0,4800,107700,0,37100,10500,800,169800,22100,228800,7100,25700,5800,371900,180600,37800,374400,107600
the___reaper,24300,11700,24600,77700,3100,256400,23800,286000,153200,132000,93600,87800,56100,0,2000,1700,61800,421500,5400,3000,3300,117400,1400,23600,11600,9100,199200,8200,173000,6700,28000,8000,590900,315800,18100,521500,101500
miaout17,8200,2500,0,0,0,39600,0,26300,16400,10000,14800,11100,9800,0,0,0,2100,60600,1900,0,0,7200,0,3900,0,5600,17800,9500,12000,1800,4500,0,46800,16100,5900,55000,3500
Minkowski,1000,0,1600,0,14800,7200,16000,22500,18200,9400,1400,0,3000,0,2000,0,0,6000,3900,2000,0,28000,0,0,0,0,7600,0,32500,0,2800,2000,29600,35200,0,42100,16600
AnabtawI,2500,3100,2800,7700,0,39800,1200,41100,22000,22800,12400,8700,10100,0,0,1700,6400,51900,0,0,0,15100,0,5000,0,0,23800,2700,26900,0,2600,0,85000,35300,1700,71000,16500
not_tehlka,29900,28800,61800,134000,12600,510800,33300,334000,238400,168000,201800,171700,109100,0,2000,3700,129500,430200,5400,5200,14800,115100,3700,57500,27200,3900,249600,24400,274000,16000,47200,16900,719100,445000,49500,609000,149300
noob_coder14,1200,3800,3700,16000,1800,56600,6800,32900,18900,17300,15400,13200,14000,0,0,0,9300,40200,0,0,0,19400,0,1700,3100,0,30500,1900,32800,3600,3800,3600,55200,22200,1900,67800,14800
Dremix10,38100,56000,53300,131400,9200,420900,42300,392800,295500,157800,288500,240300,87000,1600,3900,0,183400,569500,7700,3000,5700,139100,4600,100400,20100,8600,321300,10200,430100,7300,45600,11800,876600,474200,84700,593800,172900
Michicosun,64700,36000,20200,110500,19800,540700,52900,462300,317000,261400,252400,227200,115300,3200,0,0,161200,796700,3400,0,25000,206600,19300,87800,18900,7500,356300,19900,394100,8300,32600,9700,903100,413800,66900,785900,179500
emperor_gentoo,8300,14200,16900,41400,9400,209300,29500,189000,138300,91700,113000,100700,58300,0,1900,1700,55000,286800,3400,0,3200,82200,5600,45800,8700,5700,156400,5200,147800,2900,17400,7800,390400,207200,32600,342000,82300
cherry_su,43300,38300,58500,118300,6700,403900,41200,421200,260300,231700,168500,150300,83800,5000,2000,1700,90900,596400,7600,3000,9900,176400,5300,60400,18700,5900,285900,16800,318600,5900,38000,9600,809700,456200,61100,728400,165000
g0uravlathwal,13800,3500,8500,22900,0,91900,6600,177300,64300,68200,42400,26600,23900,0,0,0,18600,310800,3400,1000,1600,73500,1500,11200,1400,10900,118700,3500,58800,3900,18900,5800,325800,211900,9900,349000,41500
shuba400,39800,54400,46500,122200,10900,513900,38600,390000,296100,180200,265100,233400,156600,2100,8300,1700,164300,550600,9300,2000,17200,160900,7100,62000,25500,2100,328800,25300,403500,11100,36300,13300,844800,445400,71700,739300,173400
ardan,26800,8400,29900,45500,6100,174300,13400,178300,92100,78200,103100,76500,38500,0,0,0,58400,311700,1900,2200,6800,65500,1700,30700,4700,6700,101200,3700,122700,0,15000,3600,337000,174000,21100,309200,55800
Ayu013,12300,1200,19200,23400,3800,95400,11900,95500,70100,38400,45700,25800,31100,1800,2000,0,11100,149800,3900,2000,1700,41600,0,12800,5800,2300,78300,800,73000,800,6800,4400,197400,104700,6500,185600,35400
shashwat259,98800,81700,50600,211200,41300,741500,62900,472800,387700,234400,297100,316500,203000,3400,26900,1700,247500,603900,5400,5600,21800,236400,14000,115100,36800,0,343300,48700,575800,15800,60700,24800,929200,512900,86900,795400,189900
jaskaran21,0,0,0,0,0,4600,0,2800,1800,2800,1400,0,1400,0,0,0,0,0,1900,0,0,0,0,0,0,0,3700,0,0,0,0,0,0,1900,0,5100,1800
toku4388,3200,0,8100,14000,0,40800,2100,62800,22500,23400,24900,7200,12400,0,0,0,1100,58500,1900,0,1600,13500,0,7700,0,4500,33500,0,27400,800,2900,4000,87600,60100,3700,84700,15400
quinoa,11500,16300,31900,40800,8700,164100,15900,139700,114700,41000,73400,61100,57200,0,4300,1700,41200,118200,6900,2000,0,49200,0,18000,3800,0,112100,9200,108200,5500,13900,12600,253200,120800,16000,214900,63800
rabbitsthecat,21300,9900,25900,56300,4900,162300,27100,232100,122100,97400,91700,73800,59700,800,2000,0,50600,482000,5400,2000,0,84500,1500,28600,4500,41600,173100,15100,154600,7500,24300,14200,412300,207500,23200,425900,73900
rbrahul,44800,26900,22800,100700,8500,459100,30600,382400,285800,249800,203500,163300,137600,0,3900,1700,111400,566100,3900,3000,18800,127300,8500,63300,11300,2100,232800,10800,303200,3900,36500,9000,624100,332600,56100,692100,157100
Harshil_,23800,18700,27000,84100,14400,370300,35300,333000,198900,157700,154300,142400,76100,1600,2000,900,97600,536200,8400,3000,5400,142900,4700,44000,17000,3900,283900,7300,302700,9000,29900,7500,664700,349600,55100,559700,165300
